,id,group,slice,height,width,img_path,msk_path
12,kidney_1_dense_0012,kidney_1_dense,12,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0012.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0012.tif
13,kidney_1_dense_0013,kidney_1_dense,13,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0013.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0013.tif
14,kidney_1_dense_0014,kidney_1_dense,14,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0014.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0014.tif
15,kidney_1_dense_0015,kidney_1_dense,15,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0015.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0015.tif
16,kidney_1_dense_0016,kidney_1_dense,16,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0016.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0016.tif
17,kidney_1_dense_0017,kidney_1_dense,17,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0017.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0017.tif
18,kidney_1_dense_0018,kidney_1_dense,18,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0018.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0018.tif
19,kidney_1_dense_0019,kidney_1_dense,19,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0019.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0019.tif
20,kidney_1_dense_0020,kidney_1_dense,20,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0020.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0020.tif
21,kidney_1_dense_0021,kidney_1_dense,21,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0021.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0021.tif
22,kidney_1_dense_0022,kidney_1_dense,22,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0022.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0022.tif
23,kidney_1_dense_0023,kidney_1_dense,23,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0023.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0023.tif
24,kidney_1_dense_0024,kidney_1_dense,24,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0024.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0024.tif
25,kidney_1_dense_0025,kidney_1_dense,25,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0025.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0025.tif
26,kidney_1_dense_0026,kidney_1_dense,26,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0026.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0026.tif
27,kidney_1_dense_0027,kidney_1_dense,27,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0027.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0027.tif
28,kidney_1_dense_0028,kidney_1_dense,28,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0028.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0028.tif
29,kidney_1_dense_0029,kidney_1_dense,29,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0029.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0029.tif
30,kidney_1_dense_0030,kidney_1_dense,30,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0030.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0030.tif
31,kidney_1_dense_0031,kidney_1_dense,31,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0031.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0031.tif
32,kidney_1_dense_0032,kidney_1_dense,32,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0032.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0032.tif
33,kidney_1_dense_0033,kidney_1_dense,33,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0033.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0033.tif
34,kidney_1_dense_0034,kidney_1_dense,34,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0034.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0034.tif
35,kidney_1_dense_0035,kidney_1_dense,35,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0035.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0035.tif
36,kidney_1_dense_0036,kidney_1_dense,36,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0036.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0036.tif
37,kidney_1_dense_0037,kidney_1_dense,37,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0037.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0037.tif
38,kidney_1_dense_0038,kidney_1_dense,38,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0038.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0038.tif
39,kidney_1_dense_0039,kidney_1_dense,39,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0039.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0039.tif
40,kidney_1_dense_0040,kidney_1_dense,40,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0040.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0040.tif
41,kidney_1_dense_0041,kidney_1_dense,41,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0041.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0041.tif
42,kidney_1_dense_0042,kidney_1_dense,42,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0042.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0042.tif
43,kidney_1_dense_0043,kidney_1_dense,43,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0043.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0043.tif
44,kidney_1_dense_0044,kidney_1_dense,44,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0044.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0044.tif
45,kidney_1_dense_0045,kidney_1_dense,45,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0045.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0045.tif
46,kidney_1_dense_0046,kidney_1_dense,46,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0046.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0046.tif
47,kidney_1_dense_0047,kidney_1_dense,47,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0047.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0047.tif
48,kidney_1_dense_0048,kidney_1_dense,48,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0048.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0048.tif
49,kidney_1_dense_0049,kidney_1_dense,49,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0049.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0049.tif
50,kidney_1_dense_0050,kidney_1_dense,50,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0050.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0050.tif
51,kidney_1_dense_0051,kidney_1_dense,51,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0051.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0051.tif
52,kidney_1_dense_0052,kidney_1_dense,52,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0052.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0052.tif
53,kidney_1_dense_0053,kidney_1_dense,53,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0053.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0053.tif
54,kidney_1_dense_0054,kidney_1_dense,54,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0054.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0054.tif
55,kidney_1_dense_0055,kidney_1_dense,55,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0055.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0055.tif
56,kidney_1_dense_0056,kidney_1_dense,56,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0056.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0056.tif
57,kidney_1_dense_0057,kidney_1_dense,57,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0057.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0057.tif
58,kidney_1_dense_0058,kidney_1_dense,58,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0058.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0058.tif
59,kidney_1_dense_0059,kidney_1_dense,59,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0059.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0059.tif
60,kidney_1_dense_0060,kidney_1_dense,60,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0060.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0060.tif
61,kidney_1_dense_0061,kidney_1_dense,61,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0061.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0061.tif
62,kidney_1_dense_0062,kidney_1_dense,62,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0062.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0062.tif
63,kidney_1_dense_0063,kidney_1_dense,63,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0063.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0063.tif
64,kidney_1_dense_0064,kidney_1_dense,64,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0064.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0064.tif
65,kidney_1_dense_0065,kidney_1_dense,65,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0065.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0065.tif
66,kidney_1_dense_0066,kidney_1_dense,66,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0066.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0066.tif
67,kidney_1_dense_0067,kidney_1_dense,67,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0067.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0067.tif
68,kidney_1_dense_0068,kidney_1_dense,68,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0068.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0068.tif
69,kidney_1_dense_0069,kidney_1_dense,69,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0069.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0069.tif
70,kidney_1_dense_0070,kidney_1_dense,70,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0070.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0070.tif
71,kidney_1_dense_0071,kidney_1_dense,71,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0071.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0071.tif
72,kidney_1_dense_0072,kidney_1_dense,72,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0072.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0072.tif
73,kidney_1_dense_0073,kidney_1_dense,73,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0073.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0073.tif
74,kidney_1_dense_0074,kidney_1_dense,74,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0074.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0074.tif
75,kidney_1_dense_0075,kidney_1_dense,75,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0075.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0075.tif
76,kidney_1_dense_0076,kidney_1_dense,76,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0076.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0076.tif
77,kidney_1_dense_0077,kidney_1_dense,77,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0077.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0077.tif
78,kidney_1_dense_0078,kidney_1_dense,78,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0078.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0078.tif
79,kidney_1_dense_0079,kidney_1_dense,79,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0079.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0079.tif
80,kidney_1_dense_0080,kidney_1_dense,80,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0080.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0080.tif
81,kidney_1_dense_0081,kidney_1_dense,81,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0081.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0081.tif
82,kidney_1_dense_0082,kidney_1_dense,82,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0082.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0082.tif
83,kidney_1_dense_0083,kidney_1_dense,83,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0083.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0083.tif
84,kidney_1_dense_0084,kidney_1_dense,84,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0084.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0084.tif
85,kidney_1_dense_0085,kidney_1_dense,85,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0085.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0085.tif
86,kidney_1_dense_0086,kidney_1_dense,86,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0086.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0086.tif
87,kidney_1_dense_0087,kidney_1_dense,87,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0087.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0087.tif
88,kidney_1_dense_0088,kidney_1_dense,88,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0088.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0088.tif
89,kidney_1_dense_0089,kidney_1_dense,89,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0089.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0089.tif
90,kidney_1_dense_0090,kidney_1_dense,90,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0090.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0090.tif
91,kidney_1_dense_0091,kidney_1_dense,91,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0091.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0091.tif
92,kidney_1_dense_0092,kidney_1_dense,92,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0092.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0092.tif
93,kidney_1_dense_0093,kidney_1_dense,93,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0093.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0093.tif
94,kidney_1_dense_0094,kidney_1_dense,94,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0094.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0094.tif
95,kidney_1_dense_0095,kidney_1_dense,95,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0095.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0095.tif
96,kidney_1_dense_0096,kidney_1_dense,96,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0096.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0096.tif
97,kidney_1_dense_0097,kidney_1_dense,97,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0097.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0097.tif
98,kidney_1_dense_0098,kidney_1_dense,98,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0098.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0098.tif
99,kidney_1_dense_0099,kidney_1_dense,99,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0099.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0099.tif
100,kidney_1_dense_0100,kidney_1_dense,100,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0100.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0100.tif
101,kidney_1_dense_0101,kidney_1_dense,101,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0101.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0101.tif
102,kidney_1_dense_0102,kidney_1_dense,102,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0102.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0102.tif
103,kidney_1_dense_0103,kidney_1_dense,103,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0103.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0103.tif
104,kidney_1_dense_0104,kidney_1_dense,104,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0104.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0104.tif
105,kidney_1_dense_0105,kidney_1_dense,105,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0105.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0105.tif
106,kidney_1_dense_0106,kidney_1_dense,106,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0106.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0106.tif
107,kidney_1_dense_0107,kidney_1_dense,107,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0107.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0107.tif
108,kidney_1_dense_0108,kidney_1_dense,108,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0108.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0108.tif
109,kidney_1_dense_0109,kidney_1_dense,109,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0109.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0109.tif
110,kidney_1_dense_0110,kidney_1_dense,110,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0110.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0110.tif
111,kidney_1_dense_0111,kidney_1_dense,111,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0111.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0111.tif
112,kidney_1_dense_0112,kidney_1_dense,112,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0112.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0112.tif
113,kidney_1_dense_0113,kidney_1_dense,113,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0113.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0113.tif
114,kidney_1_dense_0114,kidney_1_dense,114,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0114.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0114.tif
115,kidney_1_dense_0115,kidney_1_dense,115,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0115.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0115.tif
116,kidney_1_dense_0116,kidney_1_dense,116,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0116.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0116.tif
117,kidney_1_dense_0117,kidney_1_dense,117,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0117.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0117.tif
118,kidney_1_dense_0118,kidney_1_dense,118,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0118.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0118.tif
119,kidney_1_dense_0119,kidney_1_dense,119,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0119.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0119.tif
120,kidney_1_dense_0120,kidney_1_dense,120,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0120.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0120.tif
121,kidney_1_dense_0121,kidney_1_dense,121,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0121.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0121.tif
122,kidney_1_dense_0122,kidney_1_dense,122,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0122.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0122.tif
123,kidney_1_dense_0123,kidney_1_dense,123,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0123.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0123.tif
124,kidney_1_dense_0124,kidney_1_dense,124,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0124.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0124.tif
125,kidney_1_dense_0125,kidney_1_dense,125,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0125.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0125.tif
126,kidney_1_dense_0126,kidney_1_dense,126,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0126.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0126.tif
127,kidney_1_dense_0127,kidney_1_dense,127,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0127.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0127.tif
128,kidney_1_dense_0128,kidney_1_dense,128,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0128.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0128.tif
129,kidney_1_dense_0129,kidney_1_dense,129,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0129.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0129.tif
130,kidney_1_dense_0130,kidney_1_dense,130,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0130.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0130.tif
131,kidney_1_dense_0131,kidney_1_dense,131,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0131.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0131.tif
132,kidney_1_dense_0132,kidney_1_dense,132,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0132.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0132.tif
133,kidney_1_dense_0133,kidney_1_dense,133,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0133.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0133.tif
134,kidney_1_dense_0134,kidney_1_dense,134,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0134.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0134.tif
135,kidney_1_dense_0135,kidney_1_dense,135,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0135.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0135.tif
136,kidney_1_dense_0136,kidney_1_dense,136,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0136.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0136.tif
137,kidney_1_dense_0137,kidney_1_dense,137,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0137.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0137.tif
138,kidney_1_dense_0138,kidney_1_dense,138,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0138.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0138.tif
139,kidney_1_dense_0139,kidney_1_dense,139,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0139.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0139.tif
140,kidney_1_dense_0140,kidney_1_dense,140,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0140.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0140.tif
141,kidney_1_dense_0141,kidney_1_dense,141,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0141.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0141.tif
142,kidney_1_dense_0142,kidney_1_dense,142,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0142.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0142.tif
143,kidney_1_dense_0143,kidney_1_dense,143,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0143.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0143.tif
144,kidney_1_dense_0144,kidney_1_dense,144,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0144.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0144.tif
145,kidney_1_dense_0145,kidney_1_dense,145,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0145.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0145.tif
146,kidney_1_dense_0146,kidney_1_dense,146,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0146.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0146.tif
147,kidney_1_dense_0147,kidney_1_dense,147,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0147.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0147.tif
148,kidney_1_dense_0148,kidney_1_dense,148,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0148.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0148.tif
149,kidney_1_dense_0149,kidney_1_dense,149,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0149.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0149.tif
